timestamp target_q_0 target_q_1 target_q_2 target_q_3 target_q_4 target_q_5 target_qd_0 target_qd_1 target_qd_2 target_qd_3 target_qd_4 target_qd_5 target_qdd_0 target_qdd_1 target_qdd_2 target_qdd_3 target_qdd_4 target_qdd_5 target_current_0 target_current_1 target_current_2 target_current_3 target_current_4 target_current_5 target_moment_0 target_moment_1 target_moment_2 target_moment_3 target_moment_4 target_moment_5 actual_q_0 actual_q_1 actual_q_2 actual_q_3 actual_q_4 actual_q_5 actual_qd_0 actual_qd_1 actual_qd_2 actual_qd_3 actual_qd_4 actual_qd_5 actual_current_0 actual_current_1 actual_current_2 actual_current_3 actual_current_4 actual_current_5 joint_control_output_0 joint_control_output_1 joint_control_output_2 joint_control_output_3 joint_control_output_4 joint_control_output_5 actual_TCP_pose_0 actual_TCP_pose_1 actual_TCP_pose_2 actual_TCP_pose_3 actual_TCP_pose_4 actual_TCP_pose_5 actual_TCP_speed_0 actual_TCP_speed_1 actual_TCP_speed_2 actual_TCP_speed_3 actual_TCP_speed_4 actual_TCP_speed_5 actual_TCP_force_0 actual_TCP_force_1 actual_TCP_force_2 actual_TCP_force_3 actual_TCP_force_4 actual_TCP_force_5 target_TCP_pose_0 target_TCP_pose_1 target_TCP_pose_2 target_TCP_pose_3 target_TCP_pose_4 target_TCP_pose_5 target_TCP_speed_0 target_TCP_speed_1 target_TCP_speed_2 target_TCP_speed_3 target_TCP_speed_4 target_TCP_speed_5
1939.896 -7.351952664436112e-07 -1.5707960431489187 -1.5707961399796897 -1.8551907023933722e-06 1.5707995028289319 2.1722319715618956e-06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -7.744959223712574e-24 0.4870340923316758 0.6867078556585907 0.06409499306151889 2.818850549064425e-13 0.0 -1.016913146073461e-22 6.394757632314903 6.394760893463928 0.2913117434646033 1.281167574549781e-12 0.0 -7.788287561538709e-07 -1.5707958380328577 -1.570796314870016 -1.732503072560121e-06 1.570799469947815 2.1722319161199266e-06 0.0 0.0 0.0 0.0 0.0 0.0 -7.744959059091182e-24 0.4870340824127197 0.6867078542709351 0.06409499049186707 2.818850567461867e-13 0.0 -7.744959059091182e-24 0.4870340824127197 0.6867078542709351 0.06409499049186707 2.818850567461867e-13 0.0 0.2951498985468447 -0.11234997249701195 0.48090000584580733 -1.2092000016349067 1.2091997693616663 -1.2091956529356291 0.0 0.0 0.0 0.0 0.0 0.0 -4.814845850730921e-07 2.5366892783031463e-07 5.828877227401377e-09 -9.627268629923964e-14 2.989299572980877e-08 -2.077557842290716e-08 0.29514996647673 -0.11234995692567463 0.48089998687656704 -1.2092001504159564 1.2091998256219387 -1.209195524292635 0.0 0.0 0.0 0.0 0.0 0.0
1939.904 -7.351952664436112e-07 -1.5707960431489187 -1.5707961399796897 -1.8551907023933722e-06 1.5707995028289319 2.1722319715618956e-06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -7.744959223712574e-24 0.4870340923316758 0.6867078556585907 0.06409499306151889 2.818850549064425e-13 0.0 -1.016913146073461e-22 6.394757632314903 6.394760893463928 0.2913117434646033 1.281167574549781e-12 0.0 -7.788287561538709e-07 -1.5707958380328577 -1.570796314870016 -1.732503072560121e-06 1.570799469947815 2.1722319161199266e-06 0.0 0.0 0.0 0.0 0.0 0.0 -7.744959059091182e-24 0.4870340824127197 0.6867078542709351 0.06409499049186707 2.818850567461867e-13 0.0 -7.744959059091182e-24 0.4870340824127197 0.6867078542709351 0.06409499049186707 2.818850567461867e-13 0.0 0.2951498985468447 -0.11234997249701195 0.48090000584580733 -1.2092000016349067 1.2091997693616663 -1.2091956529356291 0.0 0.0 0.0 0.0 0.0 0.0 -4.814845850730921e-07 2.5366892783031463e-07 5.828877227401377e-09 -9.627268629923964e-14 2.989299572980877e-08 -2.077557842290716e-08 0.29514996647673 -0.11234995692567463 0.48089998687656704 -1.2092001504159564 1.2091998256219387 -1.209195524292635 0.0 0.0 0.0 0.0 0.0 0.0
1939.9119999999998 -7.351952664436112e-07 -1.5707960431489187 -1.5707961399796897 -1.8551907023933722e-06 1.5707995028289319 2.1722319715618956e-06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -7.744959223712574e-24 0.4870340923316758 0.6867078556585907 0.06409499306151889 2.818850549064425e-13 0.0 -1.016913146073461e-22 6.394757632314903 6.394760893463928 0.2913117434646033 1.281167574549781e-12 0.0 -7.788287561538709e-07 -1.5707958380328577 -1.570796314870016 -1.732503072560121e-06 1.570799469947815 2.1722319161199266e-06 0.0 0.0 0.0 0.0 0.0 0.0 -7.744959059091182e-24 0.4870340824127197 0.6867078542709351 0.06409499049186707 2.818850567461867e-13 0.0 -7.744959059091182e-24 0.4870340824127197 0.6867078542709351 0.06409499049186707 2.818850567461867e-13 0.0 0.2951498985468447 -0.11234997249701195 0.48090000584580733 -1.2092000016349067 1.2091997693616663 -1.2091956529356291 0.0 0.0 0.0 0.0 0.0 0.0 -4.814845850730921e-07 2.5366892783031463e-07 5.828877227401377e-09 -9.627268629923964e-14 2.989299572980877e-08 -2.077557842290716e-08 0.29514996647673 -0.11234995692567463 0.48089998687656704 -1.2092001504159564 1.2091998256219387 -1.209195524292635 0.0 0.0 0.0 0.0 0.0 0.0
1939.9199999999998 -7.351952664436112e-07 -1.5707960431489187 -1.5707961399796897 -1.8551907023933722e-06 1.5707995028289319 2.1722319715618956e-06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -7.744959223712574e-24 0.4870340923316758 0.6867078556585907 0.06409499306151889 2.818850549064425e-13 0.0 -1.016913146073461e-22 6.394757632314903 6.394760893463928 0.2913117434646033 1.281167574549781e-12 0.0 -7.788287561538709e-07 -1.5707958380328577 -1.570796314870016 -1.732503072560121e-06 1.570799469947815 2.1722319161199266e-06 0.0 0.0 0.0 0.0 0.0 0.0 -7.744959059091182e-24 0.4870340824127197 0.6867078542709351 0.06409499049186707 2.818850567461867e-13 0.0 -7.744959059091182e-24 0.4870340824127197 0.6867078542709351 0.06409499049186707 2.818850567461867e-13 0.0 0.2951498985468447 -0.11234997249701195 0.48090000584580733 -1.2092000016349067 1.2091997693616663 -1.2091956529356291 0.0 0.0 0.0 0.0 0.0 0.0 -4.814845850730921e-07 2.5366892783031463e-07 5.828877227401377e-09 -9.627268629923964e-14 2.989299572980877e-08 -2.077557842290716e-08 0.29514996647673 -0.11234995692567463 0.48089998687656704 -1.2092001504159564 1.2091998256219387 -1.209195524292635 0.0 0.0 0.0 0.0 0.0 0.0
1939.9279999999999 -7.351952664436112e-07 -1.5707960431489187 -1.5707961399796897 -1.8551907023933722e-06 1.5707995028289319 2.1722319715618956e-06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -7.744959223712574e-24 0.4870340923316758 0.6867078556585907 0.06409499306151889 2.818850549064425e-13 0.0 -1.016913146073461e-22 6.394757632314903 6.394760893463928 0.2913117434646033 1.281167574549781e-12 0.0 -7.788287561538709e-07 -1.5707958380328577 -1.570796314870016 -1.732503072560121e-06 1.570799469947815 2.1722319161199266e-06 0.0 0.0 0.0 0.0 0.0 0.0 -7.744959059091182e-24 0.4870340824127197 0.6867078542709351 0.06409499049186707 2.818850567461867e-13 0.0 -7.744959059091182e-24 0.4870340824127197 0.6867078542709351 0.06409499049186707 2.818850567461867e-13 0.0 0.2951498985468447 -0.11234997249701195 0.48090000584580733 -1.2092000016349067 1.2091997693616663 -1.2091956529356291 0.0 0.0 0.0 0.0 0.0 0.0 -4.814845850730921e-07 2.5366892783031463e-07 5.828877227401377e-09 -9.627268629923964e-14 2.989299572980877e-08 -2.077557842290716e-08 0.29514996647673 -0.11234995692567463 0.48089998687656704 -1.2092001504159564 1.2091998256219387 -1.209195524292635 0.0 0.0 0.0 0.0 0.0 0.0
1939.936 -7.351952664436112e-07 -1.5707960431489187 -1.5707961399796897 -1.8551907023933722e-06 1.5707995028289319 2.1722319715618956e-06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -7.744959223712574e-24 0.4870340923316758 0.6867078556585907 0.06409499306151889 2.818850549064425e-13 0.0 -1.016913146073461e-22 6.394757632314903 6.394760893463928 0.2913117434646033 1.281167574549781e-12 0.0 -7.788287561538709e-07 -1.5707958380328577 -1.570796314870016 -1.732503072560121e-06 1.570799469947815 2.1722319161199266e-06 0.0 0.0 0.0 0.0 0.0 0.0 -7.744959059091182e-24 0.4870340824127197 0.6867078542709351 0.06409499049186707 2.818850567461867e-13 0.0 -7.744959059091182e-24 0.4870340824127197 0.6867078542709351 0.06409499049186707 2.818850567461867e-13 0.0 0.2951498985468447 -0.11234997249701195 0.48090000584580733 -1.2092000016349067 1.2091997693616663 -1.2091956529356291 0.0 0.0 0.0 0.0 0.0 0.0 -4.814845850730921e-07 2.5366892783031463e-07 5.828877227401377e-09 -9.627268629923964e-14 2.989299572980877e-08 -2.077557842290716e-08 0.29514996647673 -0.11234995692567463 0.48089998687656704 -1.2092001504159564 1.2091998256219387 -1.209195524292635 0.0 0.0 0.0 0.0 0.0 0.0
1939.944 -7.351952664436112e-07 -1.5707960431489187 -1.5707961399796897 -1.8551907023933722e-06 1.5707995028289319 2.1722319715618956e-06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -7.744959223712574e-24 0.4870340923316758 0.6867078556585907 0.06409499306151889 2.818850549064425e-13 0.0 -1.016913146073461e-22 6.394757632314903 6.394760893463928 0.2913117434646033 1.281167574549781e-12 0.0 -7.788287561538709e-07 -1.5707958380328577 -1.570796314870016 -1.732503072560121e-06 1.570799469947815 2.1722319161199266e-06 0.0 0.0 0.0 0.0 0.0 0.0 -7.744959059091182e-24 0.4870340824127197 0.6867078542709351 0.06409499049186707 2.818850567461867e-13 0.0 -7.744959059091182e-24 0.4870340824127197 0.6867078542709351 0.06409499049186707 2.818850567461867e-13 0.0 0.2951498985468447 -0.11234997249701195 0.48090000584580733 -1.2092000016349067 1.2091997693616663 -1.2091956529356291 0.0 0.0 0.0 0.0 0.0 0.0 -4.814845850730921e-07 2.5366892783031463e-07 5.828877227401377e-09 -9.627268629923964e-14 2.989299572980877e-08 -2.077557842290716e-08 0.29514996647673 -0.11234995692567463 0.48089998687656704 -1.2092001504159564 1.2091998256219387 -1.209195524292635 0.0 0.0 0.0 0.0 0.0 0.0
1939.952 -7.351952664436112e-07 -1.5707960431489187 -1.5707961399796897 -1.8551907023933722e-06 1.5707995028289319 2.1722319715618956e-06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -7.744959223712574e-24 0.4870340923316758 0.6867078556585907 0.06409499306151889 2.818850549064425e-13 0.0 -1.016913146073461e-22 6.394757632314903 6.394760893463928 0.2913117434646033 1.281167574549781e-12 0.0 -7.788287561538709e-07 -1.5707958380328577 -1.570796314870016 -1.732503072560121e-06 1.570799469947815 2.1722319161199266e-06 0.0 0.0 0.0 0.0 0.0 0.0 -7.744959059091182e-24 0.4870340824127197 0.6867078542709351 0.06409499049186707 2.818850567461867e-13 0.0 -7.744959059091182e-24 0.4870340824127197 0.6867078542709351 0.06409499049186707 2.818850567461867e-13 0.0 0.2951498985468447 -0.11234997249701195 0.48090000584580733 -1.2092000016349067 1.2091997693616663 -1.2091956529356291 0.0 0.0 0.0 0.0 0.0 0.0 -4.814845850730921e-07 2.5366892783031463e-07 5.828877227401377e-09 -9.627268629923964e-14 2.989299572980877e-08 -2.077557842290716e-08 0.29514996647673 -0.11234995692567463 0.48089998687656704 -1.2092001504159564 1.2091998256219387 -1.209195524292635 0.0 0.0 0.0 0.0 0.0 0.0
1939.9599999999998 -7.351952664436112e-07 -1.5707960431489187 -1.5707961399796897 -1.8551907023933722e-06 1.5707995028289319 2.1722319715618956e-06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -7.744959223712574e-24 0.4870340923316758 0.6867078556585907 0.06409499306151889 2.818850549064425e-13 0.0 -1.016913146073461e-22 6.394757632314903 6.394760893463928 0.2913117434646033 1.281167574549781e-12 0.0 -7.788287561538709e-07 -1.5707958380328577 -1.570796314870016 -1.732503072560121e-06 1.570799469947815 2.1722319161199266e-06 0.0 0.0 0.0 0.0 0.0 0.0 -7.744959059091182e-24 0.4870340824127197 0.6867078542709351 0.06409499049186707 2.818850567461867e-13 0.0 -7.744959059091182e-24 0.4870340824127197 0.6867078542709351 0.06409499049186707 2.818850567461867e-13 0.0 0.2951498985468447 -0.11234997249701195 0.48090000584580733 -1.2092000016349067 1.2091997693616663 -1.2091956529356291 0.0 0.0 0.0 0.0 0.0 0.0 -4.814845850730921e-07 2.5366892783031463e-07 5.828877227401377e-09 -9.627268629923964e-14 2.989299572980877e-08 -2.077557842290716e-08 0.29514996647673 -0.11234995692567463 0.48089998687656704 -1.2092001504159564 1.2091998256219387 -1.209195524292635 0.0 0.0 0.0 0.0 0.0 0.0
1939.9679999999998 -7.351952664436112e-07 -1.5707960431489187 -1.5707961399796897 -1.8551907023933722e-06 1.5707995028289319 2.1722319715618956e-06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -7.744959223712574e-24 0.4870340923316758 0.6867078556585907 0.06409499306151889 2.818850549064425e-13 0.0 -1.016913146073461e-22 6.394757632314903 6.394760893463928 0.2913117434646033 1.281167574549781e-12 0.0 -7.788287561538709e-07 -1.5707958380328577 -1.570796314870016 -1.732503072560121e-06 1.570799469947815 2.1722319161199266e-06 0.0 0.0 0.0 0.0 0.0 0.0 -7.744959059091182e-24 0.4870340824127197 0.6867078542709351 0.06409499049186707 2.818850567461867e-13 0.0 -7.744959059091182e-24 0.4870340824127197 0.6867078542709351 0.06409499049186707 2.818850567461867e-13 0.0 0.2951498985468447 -0.11234997249701195 0.48090000584580733 -1.2092000016349067 1.2091997693616663 -1.2091956529356291 0.0 0.0 0.0 0.0 0.0 0.0 -4.814845850730921e-07 2.5366892783031463e-07 5.828877227401377e-09 -9.627268629923964e-14 2.989299572980877e-08 -2.077557842290716e-08 0.29514996647673 -0.11234995692567463 0.48089998687656704 -1.2092001504159564 1.2091998256219387 -1.209195524292635 0.0 0.0 0.0 0.0 0.0 0.0
1939.9759999999999 -7.351952664436112e-07 -1.5707960431489187 -1.5707961399796897 -1.8551907023933722e-06 1.5707995028289319 2.1722319715618956e-06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -7.744959223712574e-24 0.4870340923316758 0.6867078556585907 0.06409499306151889 2.818850549064425e-13 0.0 -1.016913146073461e-22 6.394757632314903 6.394760893463928 0.2913117434646033 1.281167574549781e-12 0.0 -7.788287561538709e-07 -1.5707958380328577 -1.570796314870016 -1.732503072560121e-06 1.570799469947815 2.1722319161199266e-06 0.0 0.0 0.0 0.0 0.0 0.0 -7.744959059091182e-24 0.4870340824127197 0.6867078542709351 0.06409499049186707 2.818850567461867e-13 0.0 -7.744959059091182e-24 0.4870340824127197 0.6867078542709351 0.06409499049186707 2.818850567461867e-13 0.0 0.2951498985468447 -0.11234997249701195 0.48090000584580733 -1.2092000016349067 1.2091997693616663 -1.2091956529356291 0.0 0.0 0.0 0.0 0.0 0.0 -4.814845850730921e-07 2.5366892783031463e-07 5.828877227401377e-09 -9.627268629923964e-14 2.989299572980877e-08 -2.077557842290716e-08 0.29514996647673 -0.11234995692567463 0.48089998687656704 -1.2092001504159564 1.2091998256219387 -1.209195524292635 0.0 0.0 0.0 0.0 0.0 0.0
1939.984 -7.351952664436112e-07 -1.5707960431489187 -1.5707961399796897 -1.8551907023933722e-06 1.5707995028289319 2.1722319715618956e-06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -7.744959223712574e-24 0.4870340923316758 0.6867078556585907 0.06409499306151889 2.818850549064425e-13 0.0 -1.016913146073461e-22 6.394757632314903 6.394760893463928 0.2913117434646033 1.281167574549781e-12 0.0 -7.788287561538709e-07 -1.5707958380328577 -1.570796314870016 -1.732503072560121e-06 1.570799469947815 2.1722319161199266e-06 0.0 0.0 0.0 0.0 0.0 0.0 -7.744959059091182e-24 0.4870340824127197 0.6867078542709351 0.06409499049186707 2.818850567461867e-13 0.0 -7.744959059091182e-24 0.4870340824127197 0.6867078542709351 0.06409499049186707 2.818850567461867e-13 0.0 0.2951498985468447 -0.11234997249701195 0.48090000584580733 -1.2092000016349067 1.2091997693616663 -1.2091956529356291 0.0 0.0 0.0 0.0 0.0 0.0 -4.814845850730921e-07 2.5366892783031463e-07 5.828877227401377e-09 -9.627268629923964e-14 2.989299572980877e-08 -2.077557842290716e-08 0.29514996647673 -0.11234995692567463 0.48089998687656704 -1.2092001504159564 1.2091998256219387 -1.209195524292635 0.0 0.0 0.0 0.0 0.0 0.0
1939.992 -7.351952664436112e-07 -1.5707960431489187 -1.5707961399796897 -1.8551907023933722e-06 1.5707995028289319 2.1722319715618956e-06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -7.744959223712574e-24 0.4870340923316758 0.6867078556585907 0.06409499306151889 2.818850549064425e-13 0.0 -1.016913146073461e-22 6.394757632314903 6.394760893463928 0.2913117434646033 1.281167574549781e-12 0.0 -7.788287561538709e-07 -1.5707958380328577 -1.570796314870016 -1.732503072560121e-06 1.570799469947815 2.1722319161199266e-06 0.0 0.0 0.0 0.0 0.0 0.0 -7.744959059091182e-24 0.4870340824127197 0.6867078542709351 0.06409499049186707 2.818850567461867e-13 0.0 -7.744959059091182e-24 0.4870340824127197 0.6867078542709351 0.06409499049186707 2.818850567461867e-13 0.0 0.2951498985468447 -0.11234997249701195 0.48090000584580733 -1.2092000016349067 1.2091997693616663 -1.2091956529356291 0.0 0.0 0.0 0.0 0.0 0.0 -4.814845850730921e-07 2.5366892783031463e-07 5.828877227401377e-09 -9.627268629923964e-14 2.989299572980877e-08 -2.077557842290716e-08 0.29514996647673 -0.11234995692567463 0.48089998687656704 -1.2092001504159564 1.2091998256219387 -1.209195524292635 0.0 0.0 0.0 0.0 0.0 0.0
1940.0 -7.351952664436112e-07 -1.5707960431489187 -1.5707961399796897 -1.8551907023933722e-06 1.5707995028289319 2.1722319715618956e-06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -7.744959223712574e-24 0.4870340923316758 0.6867078556585907 0.06409499306151889 2.818850549064425e-13 0.0 -1.016913146073461e-22 6.394757632314903 6.394760893463928 0.2913117434646033 1.281167574549781e-12 0.0 -7.788287561538709e-07 -1.5707958380328577 -1.570796314870016 -1.732503072560121e-06 1.570799469947815 2.1722319161199266e-06 0.0 0.0 0.0 0.0 0.0 0.0 -7.744959059091182e-24 0.4870340824127197 0.6867078542709351 0.06409499049186707 2.818850567461867e-13 0.0 -7.744959059091182e-24 0.4870340824127197 0.6867078542709351 0.06409499049186707 2.818850567461867e-13 0.0 0.2951498985468447 -0.11234997249701195 0.48090000584580733 -1.2092000016349067 1.2091997693616663 -1.2091956529356291 0.0 0.0 0.0 0.0 0.0 0.0 -4.814845850730921e-07 2.5366892783031463e-07 5.828877227401377e-09 -9.627268629923964e-14 2.989299572980877e-08 -2.077557842290716e-08 0.29514996647673 -0.11234995692567463 0.48089998687656704 -1.2092001504159564 1.2091998256219387 -1.209195524292635 0.0 0.0 0.0 0.0 0.0 0.0
1940.0079999999998 -7.351952664436112e-07 -1.5707960431489187 -1.5707961399796897 -1.8551907023933722e-06 1.5707995028289319 2.1722319715618956e-06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -7.744959223712574e-24 0.4870340923316758 0.6867078556585907 0.06409499306151889 2.818850549064425e-13 0.0 -1.016913146073461e-22 6.394757632314903 6.394760893463928 0.2913117434646033 1.281167574549781e-12 0.0 -7.788287561538709e-07 -1.5707958380328577 -1.570796314870016 -1.732503072560121e-06 1.570799469947815 2.1722319161199266e-06 0.0 0.0 0.0 0.0 0.0 0.0 -7.744959059091182e-24 0.4870340824127197 0.6867078542709351 0.06409499049186707 2.818850567461867e-13 0.0 -7.744959059091182e-24 0.4870340824127197 0.6867078542709351 0.06409499049186707 2.818850567461867e-13 0.0 0.2951498985468447 -0.11234997249701195 0.48090000584580733 -1.2092000016349067 1.2091997693616663 -1.2091956529356291 0.0 0.0 0.0 0.0 0.0 0.0 -4.814845850730921e-07 2.5366892783031463e-07 5.828877227401377e-09 -9.627268629923964e-14 2.989299572980877e-08 -2.077557842290716e-08 0.29514996647673 -0.11234995692567463 0.48089998687656704 -1.2092001504159564 1.2091998256219387 -1.209195524292635 0.0 0.0 0.0 0.0 0.0 0.0
1940.0159999999998 -7.351952664436112e-07 -1.5707960431489187 -1.5707961399796897 -1.8551907023933722e-06 1.5707995028289319 2.1722319715618956e-06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -7.744959223712574e-24 0.4870340923316758 0.6867078556585907 0.06409499306151889 2.818850549064425e-13 0.0 -1.016913146073461e-22 6.394757632314903 6.394760893463928 0.2913117434646033 1.281167574549781e-12 0.0 -7.788287561538709e-07 -1.5707958380328577 -1.570796314870016 -1.732503072560121e-06 1.570799469947815 2.1722319161199266e-06 0.0 0.0 0.0 0.0 0.0 0.0 -7.744959059091182e-24 0.4870340824127197 0.6867078542709351 0.06409499049186707 2.818850567461867e-13 0.0 -7.744959059091182e-24 0.4870340824127197 0.6867078542709351 0.06409499049186707 2.818850567461867e-13 0.0 0.2951498985468447 -0.11234997249701195 0.48090000584580733 -1.2092000016349067 1.2091997693616663 -1.2091956529356291 0.0 0.0 0.0 0.0 0.0 0.0 -4.814845850730921e-07 2.5366892783031463e-07 5.828877227401377e-09 -9.627268629923964e-14 2.989299572980877e-08 -2.077557842290716e-08 0.29514996647673 -0.11234995692567463 0.48089998687656704 -1.2092001504159564 1.2091998256219387 -1.209195524292635 0.0 0.0 0.0 0.0 0.0 0.0
1940.024 -7.351952664436112e-07 -1.5707960431489187 -1.5707961399796897 -1.8551907023933722e-06 1.5707995028289319 2.1722319715618956e-06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -7.744959223712574e-24 0.4870340923316758 0.6867078556585907 0.06409499306151889 2.818850549064425e-13 0.0 -1.016913146073461e-22 6.394757632314903 6.394760893463928 0.2913117434646033 1.281167574549781e-12 0.0 -7.788287561538709e-07 -1.5707958380328577 -1.570796314870016 -1.732503072560121e-06 1.570799469947815 2.1722319161199266e-06 0.0 0.0 0.0 0.0 0.0 0.0 -7.744959059091182e-24 0.4870340824127197 0.6867078542709351 0.06409499049186707 2.818850567461867e-13 0.0 -7.744959059091182e-24 0.4870340824127197 0.6867078542709351 0.06409499049186707 2.818850567461867e-13 0.0 0.2951498985468447 -0.11234997249701195 0.48090000584580733 -1.2092000016349067 1.2091997693616663 -1.2091956529356291 0.0 0.0 0.0 0.0 0.0 0.0 -4.814845850730921e-07 2.5366892783031463e-07 5.828877227401377e-09 -9.627268629923964e-14 2.989299572980877e-08 -2.077557842290716e-08 0.29514996647673 -0.11234995692567463 0.48089998687656704 -1.2092001504159564 1.2091998256219387 -1.209195524292635 0.0 0.0 0.0 0.0 0.0 0.0
1940.032 -7.351952664436112e-07 -1.5707960431489187 -1.5707961399796897 -1.8551907023933722e-06 1.5707995028289319 2.1722319715618956e-06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -7.744959223712574e-24 0.4870340923316758 0.6867078556585907 0.06409499306151889 2.818850549064425e-13 0.0 -1.016913146073461e-22 6.394757632314903 6.394760893463928 0.2913117434646033 1.281167574549781e-12 0.0 -7.788287561538709e-07 -1.5707958380328577 -1.570796314870016 -1.732503072560121e-06 1.570799469947815 2.1722319161199266e-06 0.0 0.0 0.0 0.0 0.0 0.0 -7.744959059091182e-24 0.4870340824127197 0.6867078542709351 0.06409499049186707 2.818850567461867e-13 0.0 -7.744959059091182e-24 0.4870340824127197 0.6867078542709351 0.06409499049186707 2.818850567461867e-13 0.0 0.2951498985468447 -0.11234997249701195 0.48090000584580733 -1.2092000016349067 1.2091997693616663 -1.2091956529356291 0.0 0.0 0.0 0.0 0.0 0.0 -4.814845850730921e-07 2.5366892783031463e-07 5.828877227401377e-09 -9.627268629923964e-14 2.989299572980877e-08 -2.077557842290716e-08 0.29514996647673 -0.11234995692567463 0.48089998687656704 -1.2092001504159564 1.2091998256219387 -1.209195524292635 0.0 0.0 0.0 0.0 0.0 0.0
1940.04 -7.351952664436112e-07 -1.5707960431489187 -1.5707961399796897 -1.8551907023933722e-06 1.5707995028289319 2.1722319715618956e-06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -7.744959223712574e-24 0.4870340923316758 0.6867078556585907 0.06409499306151889 2.818850549064425e-13 0.0 -1.016913146073461e-22 6.394757632314903 6.394760893463928 0.2913117434646033 1.281167574549781e-12 0.0 -7.788287561538709e-07 -1.5707958380328577 -1.570796314870016 -1.732503072560121e-06 1.570799469947815 2.1722319161199266e-06 0.0 0.0 0.0 0.0 0.0 0.0 -7.744959059091182e-24 0.4870340824127197 0.6867078542709351 0.06409499049186707 2.818850567461867e-13 0.0 -7.744959059091182e-24 0.4870340824127197 0.6867078542709351 0.06409499049186707 2.818850567461867e-13 0.0 0.2951498985468447 -0.11234997249701195 0.48090000584580733 -1.2092000016349067 1.2091997693616663 -1.2091956529356291 0.0 0.0 0.0 0.0 0.0 0.0 -4.814845850730921e-07 2.5366892783031463e-07 5.828877227401377e-09 -9.627268629923964e-14 2.989299572980877e-08 -2.077557842290716e-08 0.29514996647673 -0.11234995692567463 0.48089998687656704 -1.2092001504159564 1.2091998256219387 -1.209195524292635 0.0 0.0 0.0 0.0 0.0 0.0
1940.048 -7.351952664436112e-07 -1.5707960431489187 -1.5707961399796897 -1.8551907023933722e-06 1.5707995028289319 2.1722319715618956e-06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -7.744959223712574e-24 0.4870340923316758 0.6867078556585907 0.06409499306151889 2.818850549064425e-13 0.0 -1.016913146073461e-22 6.394757632314903 6.394760893463928 0.2913117434646033 1.281167574549781e-12 0.0 -7.788287561538709e-07 -1.5707958380328577 -1.570796314870016 -1.732503072560121e-06 1.570799469947815 2.1722319161199266e-06 0.0 0.0 0.0 0.0 0.0 0.0 -7.744959059091182e-24 0.4870340824127197 0.6867078542709351 0.06409499049186707 2.818850567461867e-13 0.0 -7.744959059091182e-24 0.4870340824127197 0.6867078542709351 0.06409499049186707 2.818850567461867e-13 0.0 0.2951498985468447 -0.11234997249701195 0.48090000584580733 -1.2092000016349067 1.2091997693616663 -1.2091956529356291 0.0 0.0 0.0 0.0 0.0 0.0 -4.814845850730921e-07 2.5366892783031463e-07 5.828877227401377e-09 -9.627268629923964e-14 2.989299572980877e-08 -2.077557842290716e-08 0.29514996647673 -0.11234995692567463 0.48089998687656704 -1.2092001504159564 1.2091998256219387 -1.209195524292635 0.0 0.0 0.0 0.0 0.0 0.0
